"userID","userDisplayName","userLocation","userURL","commentTitle","commentBody","createDate","updateDate","recommendations","replyCount","editorsSelection","commentType","trusted","recommendedFlag","permID","timespeople","url"
255978,"bl","rochester","NULL","<br/>","An awful lot of magical thinking on display re this media<br/>event of media events...It is beyond hilarious the administration's uniform spin on this...the rhetorical emphasis upon winging it, intuiting the sincerity after a few minutes, high confidence, so much blah blah blan...such  silliness. And we're supposed to think this is being done by serious people? No wonder this guy went through four bankruptcies...<br/><br/>They've presumably already prepared their conclusion. It's hopefully designed to  keep things from blowing up afterwards. But with bolton around who knows....There'll be  a vague promise to engage with denuclearization  efforts.  Perhaps there'll be some opening of economic or cultural exchanges as confidence building gestures for future more substantive negotiating.  Surely a promise not to test any more weaponry during this period. <br/><br/>That by itself would be of value, provided it is not accompanied<br/>by promises to withdraw forces from the peninsula unilaterally,<br/>or language  easily read to mean   regime change. Selling S. Korea down a river to enable withdrawal of U.S. forces prior<br/>to verified denuclearization is probably not on the menu...though it would be interesting to see some symbolic<br/>withdrawal early as part of confidence building...could<br/>people like bolton or pompeo actually agree to that?<br/><br/>If the dynamic within NK leadership really is towards<br/>an opening, and who can really tell from outside?,<br/>then this is a valuable  exercise, and not just a media stunt.","1528729225","1528730405",28,2,TRUE,"comment",0,NA,"27417187",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
44220954,"katalina","austin","NULL","<br/>","The whole idea of trade and denuclearization between two tempetuous leaders who do not carry out promises when they do not feel such agreements are in their best interests seems preposterous. The USA seems to approach this as a matter of whimsy; Kim, too, proferred a deal, took it back, put it out there again. As Eero stated, what does the USA get, other than another picture setting of POTUS and another leader, both now rather infamous for impetuousity, or belligerence, not adult or responsible actors on the world stage. ","1528728471","1528730639",101,0,TRUE,"comment",0,NA,"27416891",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
58364898,"C. Whiting","Madison, WI","NULL","<br/>","A small, isolated country with nuclear weapons that has watched what happened to Libya after they gave up theirs, will be looking for some pretty iron-clad assurances before giving up their only chess piece. Since it's Trump offering those assurances --with his track record on truth and trustworthiness --I expect they'll be hanging on to that chess piece with the whitest of knuckles.<br/>Their playing him for legitimacy on the world stage. That's why no former president would take the bait. I mean, really, does anyone in the world think North Korea would actually be safe if they acted like they do, but without nuclear weapons?<br/>Trump's flying in on gut, no plan necessary. He'll know Kim's motives in a minute, just like George W. knew Putin was a good guy, with a good soul, simply by looking into his eyes. It's all so simple...What, me worry?","1528730832","1528736054",251,1,TRUE,"comment",0,NA,"27417876",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
17472874,"Nick Wright","Halifax, NS","NULL","<br/>","Call it ""the Trump advantage""--advantage over his predecessors, that is. Trump can afford to offer very generous terms to Kim because Trump is negotiating from a different posture than, say, Obama or even GW Bush.<br/><br/>Previous presidents were concerned about much more than N. Korea's nuclear weapons capability; their caution and restraint--and their resulting demands on the N. Korean government--were also based on deep disapproval of N. Korea's dictatorship and suppression of personal freedoms. Impasse was inevitable.<br/><br/>Donald Trump doesn't care about any of that and is likely comfortable with N. Korea's politics and leadership continuing as before. Indeed he seems to admire autocracy as practiced by leaders like Kim and Putin and Hungary's Orban.<br/><br/>People tend to forget that Trump doesn't come from the same ideological mold as his predecessors and is concerned only with gaining at least the appearance of a diplomatic victory for himself. That gives him far more room to maneuver towards his much more limited goals vis a vis N. Korea than any president before him.","1528732387","1528736211",93,3,TRUE,"comment",0,NA,"27418472",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
5462207,"BobC","HudsonValley","NULL","<br/>","In all my years of witnessing our Presidents representing this country I am worried and fear Trump will not only continue to embarrass us but make some very terrible mistakes we will all have to live with for a long time.","1528731763","1528733149",329,4,TRUE,"comment",0,NA,"27418256",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
66960324,"Eddie B.","Toronto","NULL","<br/>","I bet all the tea in China that, no matter what happens at the Singapore Summit, Mr. Trump will be emerging from the meeting triumphantly claiming total victory and unmatched success.  <br/><br/>I see no reason for him requesting to have a ""private"" meeting with Kim Jong-Un, except for him to persuade Kim to go along with his declarations of success, even though there will be no concrete agreement of any sort or no actual achievement.  <br/><br/>Let's think for a moment: why is Mr. Trump is the only one who is highly confident of the meeting's success?  There is only one rational explanation for that. When you are offering to the other side something extremely valuable at no or very little cost, there is no reason for the other side to refuse. <br/><br/>So, Mr. Trump's goal of his ""private"" meeting is simple: convince Mr. Kim that it is good for both sides to go out and tell the rest of the world that they have reached an important historical agreement (""historical"" will become the new mantra). And what is that historical agreement?  They will declare an end to the Korean war - which, in practical terms, means very little - and agreement to negotiate denuclearization of Korean Peninsula (whatever that means!) and work out all the issues between the two countries. <br/><br/>And then, in preparation for the up-coming election, Mr. Trump will be putting his propaganda machine (which includes FOX News and friends) into high gears to sell ""his historical achievement"" to the US public and the rest of the world.","1528734010","1528736110",284,4,TRUE,"comment",0,NA,"27419055",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
62766974,"Horseshoe Crab","South Orleans, MA","NULL","<br/>","Recalling the Cuban Missile Crisis, with this being perhaps the closest the world has come to revisiting the harrowing possibilities that were ultimately averted through diplomatic measures, one can only hope the eventual outcome will be similar - the realization that a nuclear holocaust was a very real possibility and needed to be avoided for the good of mankind. Sadly on this the 50th anniversary of the death of Robert Kennedy, he or his brother won't be present - voices of reason, sanity and intelligence.  Even more concerning is the man who now sits in the White House, along with most of those seated at the table (the exception being Kelly and Pompeo), possibly hold the future of the Country in their hands, and they do little to  inspire respect or confidence at this pivotal period in our history ","1528733795","1528734390",44,2,TRUE,"comment",0,NA,"27418976",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
65256487,"Kathy Lollock","Santa Rosa, CA","NULL","<br/>","Well, I truly hope something can be done to rein in Kim's ambitions to be a nuclear power.  And for once this administration seems to be ""getting"" the concept of diplomacy and negotiations. It would seem to be expedient since two major powers - China and now Russia - are perhaps urging for their own self interests the less experienced and more mercurial Kim to ""beware"" of all things American particularly all things Trump.<br/><br/>But I seem to be returning to the same solution as abhorrent as it is to this DC group.  That is that the only way it will ""work out very nicely"" is to follow the same original format as the Iran Nuclear Deal, albeit now on life support because of Trump's ignorant and downright stupid actions.  This present enterprise needs to be multinational, with nuclear scientists on the team, and with the understanding that it can not be done overnight.  And there is the fear.  That is that if Trump can not have his childish and immediate self-gratification it will all come to naught with him further alienating Kim.  ","1528733500","1528734541",39,2,TRUE,"comment",0,NA,"27418874",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
74402711,"Salvatore","Montreal","NULL","<br/>","The North Koreans are playing the U.S. against China to preserve the Kim regime and for economic advantage. For this to be successful they will likely try to prolong the negotiations exacting benefits, in turn, from the two bidders.  Trump calls the shots, as we saw in Malbaie, Quebec. There he demonstrated on the international scene what we have come go expect from him domestically viz. ill-informed, irrational behaviour.  What is new is that a cadre of hawks and sycophants like Bolton, Navarro and Kudlow is encouraging him.  My bet is that he will not have the patience or insight to achieve anything close to a breakthrough, even with visions of Stockholm and a peace prize in his head.  But it's a no lose situation for Kim who will get his money and improved trade from the China.","1528734393","1528734768",106,5,TRUE,"comment",0,NA,"27419192",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
30706749,"Mel Farrell","NY","NULL","<br/>","As I wrote earlier, regardless the personality and, out-in-left-field, tactics of President Trump, this historic summit has the opportunity to end a 65 year long conflict, which in the last decade, has threatened world peace.<br/><br/>I predict that these two leaders will surprise, and shock, the doubting Thomases, and end this summit with an agreement which will see, among other things, a real peace treaty signed, sanctions ended, verifiable denuclearization begin, open border between North and South Korea, all manner of aid starts flowing to North Korea, exchange of diplomats with embassies opened in the parties respective nations, and thereafter by year end, a similar deal with Iran will be well along, which, in my opinion, began a few days after Trump announced his decision to no longer honor the previous fatally flawed agreement.<br/><br/>If anything, Iran is desperate to become regarded as a modern reasonable world trading partner, and watching North Korea achieve the nearly impossible will be the catalyst that ends the alienation of Iran.<br/><br/>Why so optimistic ?<br/><br/>Simple really; the opportunity for the United States to literally be present in all of a unified Korea, is priceless, in terms of countering China's regional influence, and the worldwide economic benefits from the massive trade which will occur is dramatic, and for Kim, he will be the Gorbachev of Asia, in every sense.<br/><br/>So ease up, help in the form of positive perception management, in this instance, is a good thing.","1528735153","1528766175",36,32,TRUE,"comment",0,NA,"27419433",0,"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit.html"
