"response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.news_desk","response.docs.section_name","response.docs.subsectoinName","response.docs.type_of_material","response.docs.word_count","response.docs.score","response.docs.byline.organization","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization.1","response.meta.hits","response.meta.offset"
"https://www.nytimes.com/2018/07/09/opinion/trump-putin-china-north-korea.html","A month ago, the die was cast in Quebec and Singapore for a go-it-alone American foreign policy with deference to Russia and China.","A month ago, the die was cast in Quebec and Singapore for a go-it-alone American foreign policy with deference to Russia and China.","The New York Times","2018-07-09T09:30:04+0000","OpEd","Opinion",NA,"Op-Ed",1174,0,NA,"","",NA,NA,"By MAXIM TRUDOLYUBOV",NA,268,40
"https://www.nytimes.com/2018/06/13/arts/television/colbert-trump-kim-jong-un.html","Stephen Colbert scoffed at the way President Trump heaped praise on the North Korean leader at their summit meeting this week.","Stephen Colbert scoffed at the way President Trump heaped praise on the North Korean leader at their summit meeting this week.","The New York Times","2018-06-13T09:04:33+0000","Culture","Arts","Television","News",671,0,NA,"Best of Late Night","Best of Late Night",NA,NA,"By GIOVANNI RUSSONELLO",NA,268,50
"https://www.nytimes.com/2018/06/13/podcasts/the-daily/trump-kim-north-korea-denuclearization.html","In a joint statement, President Trump and the North Korean leader, Kim Jong-un, committed to denuclearization of the Korean Peninsula. Why is the promise being dismissed by critics as meaningless?","In a joint statement, President Trump and the North Korean leader, Kim Jong-un, committed to denuclearization of the Korean Peninsula. Why is the promise being dismissed by critics as meaningless?","The New York Times","2018-06-13T09:56:25+0000","Podcasts","Podcasts","The Daily","briefing",468,0,NA,"The Daily","The Daily",NA,NA,"By MICHAEL BARBARO",NA,268,50
"https://www.nytimes.com/2018/06/13/us/politics/trump-north-korea-nuclear-threat-.html","President Trump projected confidence as Air Force One landed shortly after dawn, declaring that the nuclear threat from North Korea is over.","President Trump projected confidence as Air Force One landed shortly after dawn, declaring that the nuclear threat from North Korea is over.","The New York Times","2018-06-13T11:32:43+0000","Washington","U.S.","Politics","News",793,0,NA,NA,NA,NA,NA,"By EILEEN SULLIVAN",NA,268,50
"https://www.nytimes.com/2018/06/12/opinion/trump-kim-summit-north-korea.html","The United States made important concessions to North Korea, and got nothing tangible.","The United States made important concessions to North Korea, and got nothing tangible.","The New York Times","2018-06-12T11:57:24+0000","OpEd","Opinion",NA,"Op-Ed",1255,0,NA,"Op-Ed Columnist","Op-Ed Columnist",NA,NA,"By NICHOLAS KRISTOF",NA,268,50
"https://www.nytimes.com/2018/06/11/world/asia/trump-kim-summit-negotiations.html","How President Trump and Mr. Kim — both volatile, thin-skinned and eager never to show weakness — will interact with each other is the great mystery of the summit meeting.","How President Trump and Mr. Kim — both volatile, thin-skinned and eager never to show weakness — will interact with each other is the great mystery of the summit meeting.","The New York Times","2018-06-11T07:00:04+0000","Foreign","World","Asia Pacific","News Analysis",1459,0,NA,"News Analysis","News Analysis",NA,NA,"By DAVID E. SANGER and CHOE SANG-HUN",NA,268,50
"https://www.nytimes.com/2018/06/12/opinion/trump-north-korea-diplomacy-reagan.html","The Gipper advocated “trust but verify.” The Donald believes in “my touch, my feel.”","The Gipper advocated “trust but verify.” The Donald believes in “my touch, my feel.”","The New York Times","2018-06-12T21:23:55+0000","OpEd","Opinion",NA,"Op-Ed",850,0,NA,"Op-Ed Columnist","Op-Ed Columnist",NA,NA,"By BRET STEPHENS",NA,268,50
"https://www.nytimes.com/2018/06/03/world/asia/syria-north-korea-assad-kim.html","The announcement that President Bashar al-Assad plans to visit North Korea, which was not confirmed by Syria, came just days after President Trump announced a summit with the North was back on.","The announcement that President Bashar al-Assad plans to visit North Korea, which was not confirmed by Syria, came just days after President Trump announced a summit with the North was back on.","The New York Times","2018-06-03T13:09:19+0000","Foreign","World","Asia Pacific","News",1004,0,NA,NA,NA,NA,NA,"By MOTOKO RICH",NA,268,50
"https://www.nytimes.com/2018/09/23/us/politics/trump-united-nations-north-korea-iran.html","The president’s advisers worry that he will be overly enthusiastic about engagement with adversaries, given his conviction that he can outmaneuver any leader or strike any deal.","The president’s advisers worry that he will be overly enthusiastic about engagement with adversaries, given his conviction that he can outmaneuver any leader or strike any deal.","The New York Times","2018-09-23T20:02:30+0000","Washington","U.S.","Politics","News",1446,0,NA,NA,NA,NA,NA,"By MARK LANDLER and DAVID E. SANGER",NA,268,50
"https://www.nytimes.com/2018/07/20/world/asia/pompeo-haley-north-korea.html","Secretary of State Mike Pompeo, visiting the United Nations, vowed that there would be no letup in sanctions on North Korea until its leader does ‘what he promised the world he would do.’","Secretary of State Mike Pompeo, visiting the United Nations, vowed that there would be no letup in sanctions on North Korea until its leader does ‘what he promised the world he would do.’","The New York Times","2018-07-20T20:34:39+0000","Foreign","World","Asia Pacific","News",623,0,NA,NA,NA,NA,NA,"By RICK GLADSTONE and SATOSHI SUGIYAMA",NA,268,50
"https://www.nytimes.com/2018/06/18/business/dealbook/ceo-kim-trump.html","Here’s what top business executives at the Yale C.E.O. Summit thought about last week’s Trump-Kim meeting and the AT&T court ruling.","Here’s what top business executives at the Yale C.E.O. Summit thought about last week’s Trump-Kim meeting and the AT&T court ruling.","The New York Times","2018-06-18T09:59:44+0000","Business","Business Day","DealBook","News",1287,0,NA,NA,NA,NA,NA,NA,NA,268,50
"https://www.nytimes.com/2018/07/12/opinion/trump-putin-helsinki.html","Trump’s bumptious, backslapping summit style just might work with Putin — if he leaves the actual negotiating to his underlings.","Trump’s bumptious, backslapping summit style just might work with Putin — if he leaves the actual negotiating to his underlings.","The New York Times","2018-07-12T16:04:07+0000","OpEd","Opinion",NA,"Op-Ed",1148,0,NA,"","",NA,NA,"By STEPHEN SESTANOVICH",NA,268,60
"https://www.nytimes.com/2018/06/20/world/asia/china-north-korea-kim-visit.html","The Chinese state media portrayed Kim Jong-un as a forward-looking leader, and the North Korean propaganda machine struck a newly conciliatory tone.","The Chinese state media portrayed Kim Jong-un as a forward-looking leader, and the North Korean propaganda machine struck a newly conciliatory tone.","The New York Times","2018-06-20T14:50:45+0000","Foreign","World","Asia Pacific","News",1005,0,NA,NA,NA,NA,NA,"By JANE PERLEZ",NA,268,60
"https://www.nytimes.com/2018/06/11/world/asia/trump-summit-nixon.html","President Nixon jotted down a few notes before his historic meeting with Mao Zedong in 1972. What should President Trump remember when he meets the North Korean leader, Kim Jong-un?","President Nixon jotted down a few notes before his historic meeting with Mao Zedong in 1972. What should President Trump remember when he meets the North Korean leader, Kim Jong-un?","The New York Times","2018-06-11T10:21:54+0000","Foreign","World","Asia Pacific","News",1443,0,NA,NA,NA,NA,NA,"By MOTOKO RICH",NA,268,60
"https://www.nytimes.com/2018/06/14/world/asia/trump-north-korea-salute.html","North Korea aired video on state television on Thursday that shows President Trump greeting a North Korean general with a salute.","North Korea aired video on state television on Thursday that shows President Trump greeting a North Korean general with a salute.","The New York Times","2018-06-14T18:27:10+0000","Foreign","World","Asia Pacific","News",595,0,NA,NA,NA,NA,NA,"By MEGAN SPECIA",NA,268,60
"https://www.nytimes.com/2018/06/11/opinion/trump-g7-north-korea.html","Also: What to expect at the North Korea nuclear summit.","Also: What to expect at the North Korea nuclear summit.","The New York Times","2018-06-11T12:12:00+0000","OpEd","Opinion",NA,"Op-Ed",394,0,NA,"Op-Ed Columnist","Op-Ed Columnist",NA,NA,"By DAVID LEONHARDT",NA,268,60
"https://www.nytimes.com/2018/08/20/world/asia/kim-jong-un-north-korea-economy-nuclear-talks.html","North Korea’s leader is lashing out against economic missteps as he turns his attention to building prosperity. But he needs American cooperation.","North Korea’s leader is lashing out against economic missteps as he turns his attention to building prosperity. But he needs American cooperation.","The New York Times","2018-08-20T09:30:01+0000","Foreign","World","Asia Pacific","News",1356,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,60
"https://www.nytimes.com/2018/06/28/us/politics/trump-putin-meeting.html","Foreign policy officials, including some in his own administration, fear a repeat of President Trump’s encounter with Kim Jong-un, the North Korean leader.","Foreign policy officials, including some in his own administration, fear a repeat of President Trump’s encounter with Kim Jong-un, the North Korean leader.","The New York Times","2018-06-29T00:29:01+0000","Washington","U.S.","Politics","News",1098,0,NA,"White House Memo","White House Memo",NA,NA,"By MARK LANDLER",NA,268,60
"https://www.nytimes.com/2018/06/27/world/europe/bolton-moscow-putin-trump.html","The gathering has worried some European allies, who fear it could overshadow a NATO summit meeting and President Trump’s visit to Britain in mid-July.","The gathering has worried some European allies, who fear it could overshadow a NATO summit meeting and President Trump’s visit to Britain in mid-July.","The New York Times","2018-06-27T14:08:00+0000","Foreign","World","Europe","News",1033,0,NA,NA,NA,NA,NA,"By MARK LANDLER and ANDREW E. KRAMER",NA,268,60
"https://www.nytimes.com/2018/07/24/us/politics/trump-nuclear-north-korea-iran-.html","The president is on a charm offensive with North Korea and being heavy-handed against Iran. Both paths are risky and could prove to be dead ends.","The president is on a charm offensive with North Korea and being heavy-handed against Iran. Both paths are risky and could prove to be dead ends.","The New York Times","2018-07-25T00:19:08+0000","Washington","U.S.","Politics","News Analysis",1312,0,NA,"News Analysis","News Analysis",NA,NA,"By DAVID E. SANGER",NA,268,60
"https://www.nytimes.com/2018/06/10/world/asia/trump-kim-korea-china.html","Pyongyang has depended on but also resented Beijing. Now, China appears to fear that the North may seek to counterbalance its influence by embracing America.","Pyongyang has depended on but also resented Beijing. Now, China appears to fear that the North may seek to counterbalance its influence by embracing America.","The New York Times","2018-06-10T16:23:25+0000","Foreign","World","Asia Pacific","News",1375,0,NA,NA,NA,NA,NA,"By JANE PERLEZ",NA,268,60
"https://www.nytimes.com/video/us/politics/100000005948848/trump-us-kim-north-korea-summit-2018.html","President Trump and Kim Jong-un are in Singapore for a landmark meeting. The high-stakes talks are the first between a sitting American president and a leader of North Korea.","President Trump and Kim Jong-un are in Singapore for a landmark meeting. The high-stakes talks are the first between a sitting American president and a leader of North Korea.","AP","2018-06-12T00:45:52+0000","U.S. / Politics","U.S.","Politics","Video",0,0,NA,NA,NA,NA,NA,NA,NA,268,70
"https://www.nytimes.com/2018/06/13/world/asia/trump-kim-summit-north-korea.html","The secretary of state acknowledged that denuclearization would take “some amount of time,” but North Korea has already claimed major concessions from the U.S.","The secretary of state acknowledged that denuclearization would take “some amount of time,” but North Korea has already claimed major concessions from the U.S.","The New York Times","2018-06-13T12:14:49+0000","Foreign","World","Asia Pacific","News",1143,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,70
"https://www.nytimes.com/2018/06/22/world/asia/trump-north-korea-kim-jong-un.html","President Trump says North Korea’s dismantling of its nuclear program “is already starting.” Here are the facts.","President Trump says North Korea’s dismantling of its nuclear program “is already starting.” Here are the facts.","The New York Times","2018-06-22T10:18:51+0000","Foreign","World","Asia Pacific","News",1123,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,70
"https://www.nytimes.com/2018/06/10/us/politics/trump-trudeau-summit-g7-north-korea.html","Whether Kim Jong-un sees President Trump’s combative approach as a sign of strength or weakness, the rupture with allies was sure to shadow the session between the two in Singapore on Tuesday.","Whether Kim Jong-un sees President Trump’s combative approach as a sign of strength or weakness, the rupture with allies was sure to shadow the session between the two in Singapore on Tuesday.","The New York Times","2018-06-11T00:13:25+0000","Washington","U.S.","Politics","News",1592,0,NA,NA,NA,NA,NA,"By PETER BAKER",NA,268,70
"https://www.nytimes.com/2018/06/26/world/europe/trump-nato-summit-g-7.html","After the fiasco of the Group of 7 meeting, where the president publicly criticized allies, NATO countries dread a similar performance, helping Russia.","After the fiasco of the Group of 7 meeting, where the president publicly criticized allies, NATO countries dread a similar performance, helping Russia.","The New York Times","2018-06-26T19:45:42+0000","Foreign","World","Europe","News",1670,0,NA,NA,NA,NA,NA,"By STEVEN ERLANGER",NA,268,70
"https://www.nytimes.com/2018/08/31/us/politics/trump-asia-meetings.html","In his decision not to attend summit meetings in Asia this fall, the president will miss an opportunity to calm frazzled relationships in the region. And China could step in, analysts said.","In his decision not to attend summit meetings in Asia this fall, the president will miss an opportunity to calm frazzled relationships in the region. And China could step in, analysts said.","The New York Times","2018-08-31T23:43:19+0000","Washington","U.S.","Politics","News",643,0,NA,NA,NA,NA,NA,"By KATIE ROGERS",NA,268,70
"https://www.nytimes.com/2018/09/21/opinion/kim-jong-un-moon-economic-development-north-korea-denuclearization.html","North Korea’s leader wants to be a great economic reformer. Encouraging him is the best way forward on denuclearization.","North Korea’s leader wants to be a great economic reformer. Encouraging him is the best way forward on denuclearization.","The New York Times","2018-09-21T14:47:04+0000","OpEd","Opinion",NA,"Op-Ed",1123,0,NA,"","",NA,NA,"By JOHN DELURY",NA,268,70
"https://www.nytimes.com/2018/06/17/us/politics/north-korea-back-channel-kushner-gabriel-schulze.html","An American businessman who lives in Singapore took advantage of an unusual opening in an administration where matters of policy and business often seem to blur.","An American businessman who lives in Singapore took advantage of an unusual opening in an administration where matters of policy and business often seem to blur.","The New York Times","2018-06-17T09:00:05+0000","Washington","U.S.","Politics","News",1627,0,NA,NA,NA,NA,NA,"By MARK MAZZETTI and MARK LANDLER",NA,268,70
"https://www.nytimes.com/2018/07/09/opinion/north-korea-pompeo.html","Readers are critical of the lack of progress toward denuclearization.","Readers are critical of the lack of progress toward denuclearization.","The New York Times","2018-07-09T17:55:23+0000","Letters","Opinion",NA,"Letter",248,0,NA,"Letters","Letters",NA,NA,NA,NA,268,70
"https://www.nytimes.com/2018/06/12/world/asia/south-korea-trump.html","The Trump-Kim meeting was initially greeted with relief in South Korea. Then Mr. Trump delivered a shocker: an end to joint military drills.","The Trump-Kim meeting was initially greeted with relief in South Korea. Then Mr. Trump delivered a shocker: an end to joint military drills.","The New York Times","2018-06-12T16:57:34+0000","Foreign","World","Asia Pacific","News",1167,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,70
"https://www.nytimes.com/2018/09/27/world/americas/united-nations-general-assembly-updates.html","World leaders gathered in New York for the United Nations General Assembly, after two days dominated by President Trump.","World leaders gathered in New York for the United Nations General Assembly, after two days dominated by President Trump.","The New York Times","2018-09-27T11:00:01+0000","Foreign","World","Americas","News",1909,0,"The New York Times",NA,NA,NA,NA,"By THE NEW YORK TIMES","The New York Times",268,80
"https://www.nytimes.com/2018/06/12/us/politics/trump-kim-jong-un-north-korea-faux-movie-trailer.html","A four-minute video depicted the two leaders as heroes making history in a summer blockbuster.","A four-minute video depicted the two leaders as heroes making history in a summer blockbuster.","The New York Times","2018-06-12T23:50:06+0000","Washington","U.S.","Politics","News",1053,0,NA,NA,NA,NA,NA,"By PETER BAKER",NA,268,80
"https://www.nytimes.com/2018/06/06/opinion/north-korea-summit-trump-kim.html","They’re essentially saying that no plausible deal will pass muster.","They’re essentially saying that no plausible deal will pass muster.","The New York Times","2018-06-06T22:47:38+0000","OpEd","Opinion",NA,"Op-Ed",808,0,NA,"Op-Ed Columnist","Op-Ed Columnist",NA,NA,"By NICHOLAS KRISTOF",NA,268,80
"https://www.nytimes.com/2018/07/05/world/europe/trump-putin-summit-election-meddling.html","The American ambassador to Moscow said President Trump would use the meeting to “continue to hold Russia accountable for its malign activities,” including election meddling.","The American ambassador to Moscow said President Trump would use the meeting to “continue to hold Russia accountable for its malign activities,” including election meddling.","The New York Times","2018-07-05T20:55:58+0000","Washington","World","Europe","News",891,0,NA,NA,NA,NA,NA,"By JULIE HIRSCHFELD DAVIS",NA,268,80
"https://www.nytimes.com/2018/07/27/us/politics/trump-economy-gdp.html","President Trump makes the case that the economy, which grew 4.1 percent in the last quarter, will continue its red-hot expansion, though economists are skeptical.","President Trump makes the case that the economy, which grew 4.1 percent in the last quarter, will continue its red-hot expansion, though economists are skeptical.","The New York Times","2018-07-27T14:55:34+0000","Washington","U.S.","Politics","News",588,0,NA,NA,NA,NA,NA,"By MARK LANDLER",NA,268,80
"https://www.nytimes.com/2018/06/05/world/asia/china-north-korea-trade.html","A shadowy gray market of “shuttle traders” and money couriers already exists, and economic ties could quickly take off if sanctions are lifted.","A shadowy gray market of “shuttle traders” and money couriers already exists, and economic ties could quickly take off if sanctions are lifted.","The New York Times","2018-06-05T09:49:22+0000","Foreign","World","Asia Pacific","News",1340,0,NA,NA,NA,NA,NA,"By JANE PERLEZ",NA,268,80
"https://www.nytimes.com/2018/08/20/opinion/editorials/how-to-break-the-impasse-on-north-korea.html","Little steps, not big talk, could bring progress on denuclearization.","Little steps, not big talk, could bring progress on denuclearization.","The New York Times","2018-08-20T23:28:48+0000","Editorial","Opinion","Editorials","Editorial",974,0,"THE EDITORIAL BOARD",NA,NA,NA,NA,"By THE EDITORIAL BOARD","THE EDITORIAL BOARD",268,80
"https://www.nytimes.com/2018/07/12/opinion/trump-putin-summit-susan-rice.html","There is so much to lose and so little to gain for the United States in the Trump-Putin summit next week.","There is so much to lose and so little to gain for the United States in the Trump-Putin summit next week.","The New York Times","2018-07-12T23:00:06+0000","OpEd","Opinion",NA,"Op-Ed",908,0,NA,NA,NA,NA,NA,"By SUSAN E. RICE",NA,268,80
"https://www.nytimes.com/2018/09/20/world/asia/north-south-korea-baekdusan-paekdu-kim-moon.html","President Moon Jae-in said that Kim Jong-un, the North’s leader, saw a formal end to the conflict as an important step toward denuclearization.","President Moon Jae-in said that Kim Jong-un, the North’s leader, saw a formal end to the conflict as an important step toward denuclearization.","The New York Times","2018-09-20T08:43:38+0000","Foreign","World","Asia Pacific","News",1243,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,80
"https://www.nytimes.com/2018/06/02/world/asia/trump-north-korea-nuclear-arms.html","President Trump has vowed not to repeat the errors of his predecessors, but his apparent softening on North Korea resembles approaches taken by Bill Clinton and George W. Bush.","President Trump has vowed not to repeat the errors of his predecessors, but his apparent softening on North Korea resembles approaches taken by Bill Clinton and George W. Bush.","The New York Times","2018-06-02T16:27:23+0000","Washington","World","Asia Pacific","News Analysis",1561,0,NA,"News Analysis","News Analysis",NA,NA,"By MARK LANDLER and DAVID E. SANGER",NA,268,80
"https://www.nytimes.com/2018/06/02/world/asia/trump-north-korea-nuclear-arms.html","President Trump has vowed not to repeat the errors of his predecessors, but his apparent softening on North Korea resembles approaches taken by Bill Clinton and George W. Bush.","President Trump has vowed not to repeat the errors of his predecessors, but his apparent softening on North Korea resembles approaches taken by Bill Clinton and George W. Bush.","The New York Times","2018-06-02T16:27:23+0000","Washington","World","Asia Pacific","News Analysis",1561,0,NA,"News Analysis","News Analysis",NA,NA,"By MARK LANDLER and DAVID E. SANGER",NA,268,90
"https://www.nytimes.com/2018/07/26/world/asia/us-korea-war-remains.html","President Trump thanked North Korea’s leader, Kim Jong-un, for the return of the remains believed to be American servicemen killed during the Korean War.","President Trump thanked North Korea’s leader, Kim Jong-un, for the return of the remains believed to be American servicemen killed during the Korean War.","The New York Times","2018-07-27T01:59:54+0000","Foreign","World","Asia Pacific","News",685,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,90
"https://www.nytimes.com/2018/08/28/world/asia/military-exercises-korean-peninsula-.html","The statement by Defense Secretary Jim Mattis was yet another sign that the diplomatic thaw between Washington and Pyongyang is coming to an end.","The statement by Defense Secretary Jim Mattis was yet another sign that the diplomatic thaw between Washington and Pyongyang is coming to an end.","The New York Times","2018-08-28T16:01:12+0000","Washington","World","Asia Pacific","News",1059,0,NA,NA,NA,NA,NA,"By HELENE COOPER, THOMAS GIBBONS-NEFF and EDWARD WONG",NA,268,90
"https://www.nytimes.com/2018/06/12/opinion/trump-kim-summit-denuclearization-north-korea.html","Kim Jong-un’s nuclear weapons got him legitimacy and a seat across the table from the American president. He is not going to give them up.","Kim Jong-un’s nuclear weapons got him legitimacy and a seat across the table from the American president. He is not going to give them up.","The New York Times","2018-06-12T20:03:08+0000","OpEd","Opinion",NA,"Op-Ed",923,0,NA,"","",NA,NA,"By VIPIN NARANG and ANKIT PANDA",NA,268,90
"https://www.nytimes.com/2018/09/24/world/americas/un-general-assembly.html","As the leaders of the 193 members of the United Nations converge in New York for their annual meeting, attention is on the unpredictable behavior of President Trump.","As the leaders of the 193 members of the United Nations converge in New York for their annual meeting, attention is on the unpredictable behavior of President Trump.","The New York Times","2018-09-24T22:26:03+0000","Foreign","World","Americas","News",1063,0,NA,NA,NA,NA,NA,"By MICHAEL SCHWIRTZ and RICK GLADSTONE",NA,268,90
"https://www.nytimes.com/2018/09/24/us/politics/gina-haspel-cia-north-korea.html","The C.I.A. director is supportive of the Trump administration’s diplomatic efforts, but reflects a widespread view that North Korea is reluctant to denuclearize.","The C.I.A. director is supportive of the Trump administration’s diplomatic efforts, but reflects a widespread view that North Korea is reluctant to denuclearize.","The New York Times","2018-09-24T16:53:29+0000","Washington","U.S.","Politics","News",716,0,NA,NA,NA,NA,NA,"By JULIAN E. BARNES",NA,268,90
"https://www.nytimes.com/2018/07/07/world/asia/mike-pompeo-north-korea-pyongyang.html","North Korea’s Foreign Ministry accused the Trump administration of pushing a “gangster-like demand for denuclearization.” But Secretary of State Mike Pompeo called the talks “productive.”","North Korea’s Foreign Ministry accused the Trump administration of pushing a “gangster-like demand for denuclearization.” But Secretary of State Mike Pompeo called the talks “productive.”","The New York Times","2018-07-07T06:42:47+0000","Foreign","World","Asia Pacific","News",1535,0,NA,NA,NA,NA,NA,"By GARDINER HARRIS and CHOE SANG-HUN",NA,268,90
"https://www.nytimes.com/2018/08/13/world/asia/north-south-korea-third-summit.html","President Moon Jae-in of South Korea will visit Pyongyang, the capital of North Korea, next month to hold his third summit meeting with Kim Jong-un.","President Moon Jae-in of South Korea will visit Pyongyang, the capital of North Korea, next month to hold his third summit meeting with Kim Jong-un.","The New York Times","2018-08-13T08:12:42+0000","Foreign","World","Asia Pacific","News",631,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,90
"https://www.nytimes.com/2018/09/29/world/asia/korea-denuclearize-un.html","North Korea’s foreign minister demanded American action first, while President Trump said he and Kim Jong-un, the North’s leader, “fell in love.”","North Korea’s foreign minister demanded American action first, while President Trump said he and Kim Jong-un, the North’s leader, “fell in love.”","The New York Times","2018-09-29T18:45:09+0000","Foreign","World","Asia Pacific","News",634,0,NA,NA,NA,NA,NA,"By MEGAN SPECIA",NA,268,90
"https://www.nytimes.com/2018/09/26/world/asia/trump-china-election.html","The president offered no evidence of Chinese meddling in the November vote, but he has previously accused China of aiming tariffs at American states that support him.","The president offered no evidence of Chinese meddling in the November vote, but he has previously accused China of aiming tariffs at American states that support him.","The New York Times","2018-09-26T15:33:02+0000","Foreign","World","Asia Pacific","News",1520,0,NA,NA,NA,NA,NA,"By MARK LANDLER",NA,268,90
"https://www.nytimes.com/2018/09/17/world/asia/kim-jong-un-summit-moon-jae-in.html","Fighting in the Korean War ended in 1953, but a peace treaty was never signed. Now North Korea wants a deal, and so does the South’s leader.","Fighting in the Korean War ended in 1953, but a peace treaty was never signed. Now North Korea wants a deal, and so does the South’s leader.","The New York Times","2018-09-17T09:10:54+0000","Foreign","World","Asia Pacific","News",1011,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,100
"https://www.nytimes.com/2018/08/13/world/asia/korea-peace-treaty-trump-us.html","Both North Korea and South Korea want to start the process toward a peace treaty in the decades-long war, but Washington is standing in the way.","Both North Korea and South Korea want to start the process toward a peace treaty in the decades-long war, but Washington is standing in the way.","The New York Times","2018-08-14T00:18:08+0000","Washington","World","Asia Pacific","News",1025,0,NA,NA,NA,NA,NA,"By EDWARD WONG",NA,268,100
"https://www.nytimes.com/2018/07/23/us/politics/iran-donald-trump-policy.html","The president’s tweet, which carried an echo of his approach with North Korea, succeeded in overshadowing his meeting with Vladimir V. Putin. But it only deepened questions about his Iran policy.","The president’s tweet, which carried an echo of his approach with North Korea, succeeded in overshadowing his meeting with Vladimir V. Putin. But it only deepened questions about his Iran policy.","The New York Times","2018-07-24T01:12:23+0000","Washington","U.S.","Politics","News",1243,0,NA,NA,NA,NA,NA,"By MARK LANDLER",NA,268,100
"https://www.nytimes.com/2018/06/22/us/politics/north-korea-national-emergency-trump-nuclear.html","An extension of a national emergency over the threat came days after President Trump announced that “everybody can now feel much safer” after his meeting with Kim Jong-un.","An extension of a national emergency over the threat came days after President Trump announced that “everybody can now feel much safer” after his meeting with Kim Jong-un.","The New York Times","2018-06-22T21:09:11+0000","Washington","U.S.","Politics","News",607,0,NA,NA,NA,NA,NA,"By KATIE ROGERS",NA,268,100
"https://www.nytimes.com/2018/08/20/world/asia/north-korea-nuclear-talks-trump.html","North Korean officials urged President Trump and Secretary of State Mike Pompeo to push aside hard-liners and move ahead with diplomacy.","North Korean officials urged President Trump and Secretary of State Mike Pompeo to push aside hard-liners and move ahead with diplomacy.","The New York Times","2018-08-20T20:26:06+0000","Washington","World","Asia Pacific","News",971,0,NA,NA,NA,NA,NA,"By EDWARD WONG",NA,268,100
"https://www.nytimes.com/2018/09/14/world/asia/north-south-korea-liaison-office.html","South Korea is pushing ahead to improve ties with the North, despite doubts over its willingness to end its nuclear weapons program.","South Korea is pushing ahead to improve ties with the North, despite doubts over its willingness to end its nuclear weapons program.","The New York Times","2018-09-14T07:23:35+0000","Foreign","World","Asia Pacific","News",832,0,NA,NA,NA,NA,NA,"By CHOE SANG-HUN",NA,268,100
"https://www.nytimes.com/2018/06/08/world/asia/trump-kim-summit-security-singpore.html","The lavish hotel where President Trump and Kim Jong-un will meet is surrounded by peacocks, golf resorts and a security zone that bars all trappings of protest.","The lavish hotel where President Trump and Kim Jong-un will meet is surrounded by peacocks, golf resorts and a security zone that bars all trappings of protest.","The New York Times","2018-06-08T09:57:59+0000","Foreign","World","Asia Pacific","News",1068,0,NA,NA,NA,NA,NA,"By RICHARD C. PADDOCK",NA,268,100
"https://www.nytimes.com/2018/09/28/world/americas/united-nations-trump-america.html","President Trump and American officials clarified their policy in a range of hot spots: North Korea, Syria, Iran, Israel and China. Oh, and Canada.","President Trump and American officials clarified their policy in a range of hot spots: North Korea, Syria, Iran, Israel and China. Oh, and Canada.","The New York Times","2018-09-28T15:22:20+0000","Washington","World","Americas","News",1639,0,NA,NA,NA,NA,NA,"By EDWARD WONG",NA,268,100
"https://www.nytimes.com/2018/07/03/opinion/letters/north-korea-nuclear.html","A reader wonders what exactly the Trump-Kim summit achieved.","A reader wonders what exactly the Trump-Kim summit achieved.","The New York Times","2018-07-03T16:11:57+0000","Letters","Opinion","Letters","Letter",122,0,NA,"Letters","Letters",NA,NA,NA,NA,268,100
"https://www.nytimes.com/2018/06/12/opinion/obama-trump-north-korea-summit.html","The strange continuity in their foreign policy gambits and ambitions.","The strange continuity in their foreign policy gambits and ambitions.","The New York Times","2018-06-12T21:37:57+0000","OpEd","Opinion",NA,"Op-Ed",1153,0,NA,"Op-Ed Columnist","Op-Ed Columnist",NA,NA,"By ROSS DOUTHAT",NA,268,100
"https://www.nytimes.com/2018/06/14/us/politics/white-house-defends-trumps-north-korea-salute.html","Sarah Huckabee Sanders, the White House press secretary, described the act as “a common courtesy,” but critics said it was an inappropriate gesture that was meant to symbolize respect.","Sarah Huckabee Sanders, the White House press secretary, described the act as “a common courtesy,” but critics said it was an inappropriate gesture that was meant to symbolize respect.","The New York Times","2018-06-15T00:20:58+0000","Washington","U.S.","Politics","News",769,0,NA,NA,NA,NA,NA,"By KATIE ROGERS",NA,268,110
